Speed (km/h),Acceleration (m/sｲ),Braking intensity (%),Cornering speed (km/h),Driver Behavior rating
108.74,1.97,89.39,24.31,5.00
76.98,10.37,63.11,24.13,10.00
88.89,8.55,45.33,28.76,9.00
70.00,9.44,71.44,34.48,9.00
103.87,2.22,67.76,23.21,1.00
104.13,6.58,55.82,29.22,4.00
97.54,5.12,37.04,36.95,9.00
65.43,7.24,52.73,28.39,6.00
82.43,1.16,66.53,29.63,3.00
106.08,7.05,59.05,38.33,9.00
55.09,2.97,69.09,23.54,2.00
93.72,2.35,67.18,21.15,1.00
113.72,4.41,66.27,21.44,5.00
100.23,3.74,48.11,29.30,6.00
119.27,3.97,80.58,27.06,6.00
68.06,4.24,80.22,17.11,8.00
58.01,1.30,70.18,23.59,3.00
99.65,5.23,67.79,20.21,3.00
70.22,4.31,74.17,27.39,6.00
89.39,5.99,69.11,28.88,7.00
90.47,5.04,78.95,25.64,1.00
66.54,2.75,75.44,30.39,1.00
70.46,6.86,86.26,13.53,4.00
103.89,7.19,73.80,22.65,6.00
91.27,5.10,84.28,26.75,7.00
97.57,4.06,66.84,27.61,4.00
86.95,5.25,79.46,24.26,9.00
65.03,2.27,75.48,24.65,2.00
66.44,5.14,62.50,39.71,10.00
61.35,6.97,100.10,26.13,4.00
71.07,6.48,68.63,20.88,3.00
111.47,5.93,55.99,27.83,8.00
90.68,4.67,58.83,28.25,5.00
95.46,1.13,88.10,23.83,1.00
97.49,6.68,51.37,30.61,9.00
85.10,4.59,76.69,25.67,6.00
72.61,0.56,100.42,18.04,1.00
104.91,3.58,82.45,23.69,9.00
60.21,5.87,82.03,29.12,5.00
88.19,5.87,59.30,34.46,4.00
83.67,3.96,70.57,18.51,1.00
46.73,2.02,90.20,31.42,2.00
62.35,6.56,69.96,32.82,4.00
108.87,6.63,38.88,26.57,10.00
88.30,5.91,80.55,27.82,8.00
40.93,2.72,78.03,25.75,1.00
64.49,3.74,76.44,22.26,4.00
94.94,8.55,60.94,32.44,10.00
79.02,3.01,78.32,39.60,5.00
47.97,5.94,62.75,27.66,4.00
93.66,2.19,98.86,11.35,1.00
107.36,6.18,61.25,31.16,9.00
68.34,4.89,59.74,37.08,5.00
121.00,5.70,78.09,21.07,10.00
73.89,3.08,48.43,25.25,3.00
65.47,6.73,83.91,40.24,9.00
95.06,1.31,67.50,23.39,3.00
109.09,6.96,74.61,38.07,6.00
78.57,6.47,44.87,29.96,7.00
87.45,3.18,72.00,20.28,5.00
86.07,3.00,82.75,24.04,4.00
96.47,3.25,57.53,15.52,2.00
69.91,5.28,68.84,28.33,2.00
65.30,2.22,70.89,30.17,1.00
75.61,5.91,81.54,38.70,5.00
114.50,9.84,59.27,28.57,10.00
75.68,6.24,57.73,25.33,4.00
39.67,1.94,55.22,17.05,1.00
90.52,4.31,87.58,27.91,3.00
76.47,5.77,57.62,27.64,4.00
94.66,6.23,68.62,25.66,6.00
88.35,2.85,83.74,24.52,1.00
92.83,2.16,97.93,25.05,1.00
82.63,9.37,86.20,32.66,10.00
130.65,5.54,38.74,20.51,9.00
70.67,3.43,79.44,26.44,6.00
104.39,4.34,51.93,28.00,5.00
100.04,6.73,63.26,35.51,10.00
74.07,3.61,71.72,20.68,1.00
104.47,5.37,52.07,19.35,6.00
77.65,5.66,70.73,25.73,7.00
63.86,6.55,86.78,20.19,7.00
83.03,3.40,56.01,28.83,6.00
118.04,7.28,53.15,31.69,9.00
84.09,7.40,71.18,26.34,8.00
92.12,3.06,76.53,15.68,2.00
116.33,3.23,65.12,15.14,5.00
88.41,0.18,80.44,17.14,1.00
73.66,6.73,67.77,29.86,8.00
95.09,3.61,74.05,28.24,3.00
62.78,6.79,64.46,34.30,7.00
120.54,5.99,81.60,35.41,10.00
70.05,4.31,50.55,32.86,7.00
55.24,0.85,67.47,26.60,2.00
76.78,7.05,48.18,34.96,10.00
82.04,6.06,73.48,31.76,3.00
84.27,2.36,59.92,16.94,3.00
94.05,6.21,68.12,30.77,4.00
98.81,6.31,74.44,39.55,9.00
72.73,6.01,58.44,29.12,9.00
96.34,1.99,84.20,19.52,2.00
78.60,7.27,59.00,34.46,10.00
86.62,4.36,42.94,39.52,8.00
112.55,7.10,80.31,27.65,5.00
103.65,2.40,74.88,27.98,5.00
62.56,0.92,66.23,26.66,1.00
106.83,3.91,89.22,21.80,4.00
60.34,3.67,66.02,28.11,6.00
78.06,5.72,92.58,30.58,4.00
104.45,5.34,52.96,33.26,9.00
101.07,6.50,71.54,20.95,7.00
91.39,9.60,35.29,39.93,10.00
58.82,3.51,92.99,27.11,5.00
76.79,3.18,71.64,34.34,1.00
102.52,1.53,48.40,29.47,2.00
68.89,4.35,75.20,32.73,6.00
58.13,8.17,70.52,31.04,6.00
83.57,7.52,59.04,35.37,9.00
60.80,4.74,55.51,31.47,8.00
78.57,3.21,66.99,22.18,1.00
102.43,3.26,84.44,22.81,2.00
43.68,4.68,87.26,28.76,2.00
58.11,3.70,44.14,20.02,7.00
108.65,3.80,54.18,30.74,3.00
108.03,4.42,83.38,25.72,5.00
81.32,1.37,63.26,24.47,4.00
88.06,5.45,71.19,26.08,3.00
105.91,10.34,79.11,41.44,10.00
79.66,5.57,65.34,20.30,1.00
69.86,3.55,69.82,24.32,3.00
102.92,5.03,84.64,27.31,2.00
112.25,6.24,56.09,30.11,7.00
108.30,4.92,81.95,29.68,5.00
73.75,5.71,49.14,25.66,5.00
58.08,4.83,78.64,23.73,3.00
93.79,6.59,69.47,32.42,6.00
62.94,2.61,78.18,19.12,2.00
48.05,5.40,77.72,18.79,2.00
117.16,8.35,66.82,29.32,7.00
103.54,3.94,88.32,21.70,1.00
79.19,4.61,59.40,16.01,1.00
85.79,0.79,88.38,29.96,1.00
81.28,7.16,70.23,32.48,3.00
96.49,6.73,53.44,22.66,8.00
48.24,4.24,84.11,18.15,5.00
105.48,4.32,84.29,13.34,3.00
57.43,6.78,53.02,31.62,5.00
61.06,8.47,44.36,40.12,8.00
113.43,8.04,79.39,36.93,9.00
80.52,5.58,62.19,30.14,3.00
73.86,6.14,74.25,26.38,6.00
73.56,5.32,76.05,20.32,4.00
104.19,5.19,50.03,26.71,5.00
42.83,6.24,56.17,17.60,2.00
68.80,5.87,66.96,29.89,3.00
94.12,7.41,88.22,29.69,6.00
89.16,2.80,89.93,23.36,5.00
91.51,5.83,63.07,33.00,6.00
107.47,6.85,64.13,32.27,6.00
90.63,2.46,86.56,19.39,1.00
112.56,9.51,58.59,27.72,10.00
85.90,4.05,62.20,28.99,1.00
51.47,5.13,59.24,25.17,3.00
83.71,4.43,68.81,24.90,3.00
102.49,7.33,91.18,30.16,4.00
87.99,2.11,73.42,22.42,2.00
93.70,5.00,58.56,22.02,9.00
107.53,5.49,81.00,23.13,2.00
62.30,4.73,52.87,18.90,4.00
76.90,10.00,85.47,31.41,10.00
68.06,4.25,51.80,38.07,10.00
69.22,8.79,33.70,29.87,9.00
108.26,7.63,48.95,36.69,9.00
122.40,6.44,38.81,33.86,8.00
118.92,6.49,69.99,29.62,7.00
109.72,3.45,55.38,24.43,6.00
86.23,4.44,55.35,23.40,7.00
110.41,3.56,94.51,28.23,3.00
77.28,3.43,77.33,22.16,2.00
103.22,6.22,63.28,27.56,6.00
100.04,3.61,55.47,23.78,7.00
102.56,0.94,64.15,23.93,3.00
88.02,9.35,41.90,26.71,8.00
114.44,3.49,56.73,21.31,6.00
116.72,4.72,78.79,20.66,4.00
99.48,8.63,41.11,23.51,8.00
89.98,6.28,91.25,31.97,5.00
86.10,6.22,53.76,22.70,3.00
76.27,5.18,62.46,24.43,4.00
81.87,1.87,76.65,21.48,3.00
70.52,7.12,65.71,28.01,7.00
81.98,5.11,73.00,31.05,8.00
111.08,6.46,79.41,27.81,10.00
78.05,0.42,91.72,15.85,1.00
84.01,4.88,87.01,31.96,5.00
89.33,5.78,78.93,35.71,10.00
105.84,7.30,61.47,27.38,9.00
87.93,4.79,66.91,20.13,2.00
45.58,1.10,97.32,18.34,1.00
75.29,2.20,99.04,28.24,3.00
114.87,5.83,42.77,20.42,9.00
101.21,1.92,104.23,26.93,1.00
101.88,4.42,88.31,28.32,7.00
87.94,4.99,79.89,30.22,3.00
89.53,3.44,101.17,29.91,2.00
102.62,3.91,62.83,34.78,6.00
82.38,5.25,53.45,35.96,9.00
101.31,9.26,34.08,27.19,10.00
94.49,7.02,63.41,22.51,5.00
83.18,1.60,71.68,36.50,2.00
69.10,5.51,45.88,27.66,8.00
71.71,6.43,79.38,27.48,4.00
89.25,6.84,61.04,33.19,9.00
69.59,2.12,61.84,32.68,4.00
87.96,4.72,88.02,33.35,1.00
79.79,1.94,78.13,21.95,1.00
62.83,0.53,89.55,24.41,1.00
94.96,5.83,44.32,31.77,9.00
77.25,4.07,65.42,24.27,5.00
102.99,3.23,50.49,32.96,6.00
72.09,6.87,50.32,29.02,8.00
118.91,8.58,64.58,33.74,9.00
91.37,3.09,67.45,20.37,1.00
75.65,4.69,71.44,20.24,6.00
105.15,5.56,90.67,30.83,7.00
54.73,4.14,69.97,26.24,6.00
78.31,6.42,82.94,35.54,8.00
75.30,7.11,43.71,24.87,8.00
102.24,1.64,52.72,21.32,4.00
110.39,3.89,85.00,35.82,6.00
53.67,0.37,90.14,28.96,1.00
121.36,8.81,60.75,24.79,8.00
108.22,7.08,79.47,24.99,8.00
74.28,4.00,88.84,30.37,4.00
44.67,7.35,74.69,29.95,4.00
114.90,6.70,58.93,32.35,10.00
81.10,4.20,57.11,29.44,2.00
91.76,4.46,52.21,24.10,7.00
77.21,4.46,70.49,22.03,6.00
79.65,11.00,85.59,26.45,10.00
79.12,2.77,67.38,14.81,2.00
68.50,7.00,58.85,26.25,10.00
83.97,4.97,39.10,42.10,9.00
65.13,6.33,59.75,31.68,7.00
49.06,2.64,57.76,34.66,2.00
73.04,7.11,64.88,37.50,6.00
69.89,5.17,51.21,29.87,3.00
102.44,7.44,92.66,19.00,7.00
123.32,8.76,85.05,29.46,9.00
85.34,7.48,42.74,33.00,9.00
82.69,7.72,69.25,34.59,9.00
95.14,9.54,70.97,21.99,9.00
107.38,5.55,81.19,24.99,3.00
97.53,4.51,60.42,31.10,8.00
106.39,9.02,51.76,35.30,7.00
61.51,1.36,55.25,26.71,1.00
67.22,1.50,64.47,24.10,1.00
70.80,4.51,93.56,19.40,1.00
63.72,3.68,89.71,26.81,3.00
90.85,4.94,84.97,28.48,8.00
92.39,2.88,97.04,23.82,3.00
90.99,6.00,42.94,32.89,7.00
85.84,4.88,81.79,18.18,8.00
81.34,8.20,81.18,36.22,9.00
107.19,7.22,69.01,21.98,6.00
48.97,4.08,86.18,24.97,1.00
72.12,3.55,70.81,21.41,1.00
80.90,6.61,48.28,36.62,7.00
106.14,5.68,57.64,30.63,8.00
70.57,0.58,64.01,28.18,1.00
60.28,6.22,68.75,25.66,1.00
97.19,5.02,72.68,30.20,4.00
81.99,8.44,55.96,28.28,10.00
82.44,6.68,67.42,36.19,8.00
81.10,3.99,64.81,35.50,4.00
74.41,3.17,80.32,23.82,5.00
121.21,6.38,65.05,20.58,4.00
96.91,3.08,84.18,35.06,4.00
91.39,5.04,78.08,16.44,5.00
113.70,5.91,86.11,28.89,10.00
102.08,1.86,95.28,34.70,3.00
90.75,5.90,65.64,27.27,6.00
95.58,6.67,79.61,37.87,8.00
116.08,4.72,47.97,36.44,10.00
64.70,2.30,79.27,38.54,5.00
113.54,5.27,79.55,26.61,9.00
73.15,6.21,79.59,30.97,7.00
94.71,4.28,50.06,14.57,4.00
51.78,3.35,77.21,35.48,6.00
74.81,6.31,52.85,34.04,10.00
86.47,6.80,61.76,15.33,6.00
113.31,8.91,71.63,34.25,10.00
87.11,3.35,50.42,34.66,5.00
101.97,8.55,69.02,29.00,8.00
98.36,6.20,48.52,26.58,9.00
95.86,4.68,54.38,24.85,2.00
48.05,6.24,59.60,26.63,5.00
84.82,8.50,75.76,34.47,8.00
75.64,2.44,68.91,20.02,3.00
110.76,5.17,54.20,37.90,10.00
102.10,2.73,86.41,16.40,4.00
112.49,3.22,60.46,37.07,5.00
100.53,5.67,45.03,33.54,7.00
104.69,6.46,65.23,28.35,9.00
78.91,-0.07,66.25,20.91,1.00
61.36,3.95,65.13,34.28,4.00
53.72,5.19,58.39,28.63,1.00
89.56,8.61,55.16,32.38,9.00
59.34,3.31,53.12,26.18,3.00
64.73,5.47,60.34,26.10,7.00
66.23,5.69,51.59,32.14,4.00
85.22,5.78,57.79,31.96,6.00
109.88,4.46,68.27,21.37,2.00
95.45,5.91,84.07,39.85,8.00
50.72,3.47,60.97,20.13,3.00
80.62,5.74,77.61,27.32,7.00
106.31,5.65,54.35,25.37,6.00
95.61,4.54,61.32,22.13,8.00
70.63,6.69,67.04,21.91,7.00
66.92,5.51,64.71,35.90,5.00
96.14,5.98,64.40,17.47,2.00
114.12,2.18,59.85,19.18,2.00
106.76,3.64,66.30,30.44,5.00
84.06,5.03,47.31,25.51,5.00
72.95,5.99,74.05,27.95,1.00
55.66,1.84,73.15,22.63,1.00
119.68,4.49,42.53,26.46,6.00
81.77,4.57,62.72,19.91,4.00
92.21,7.38,58.93,22.70,8.00
92.02,6.15,63.86,34.64,6.00
98.95,1.61,57.64,18.34,1.00
66.33,5.04,47.75,31.15,8.00
118.40,10.10,80.13,37.56,10.00
85.82,7.92,36.62,28.00,10.00
109.64,7.59,81.49,35.10,8.00
65.06,6.19,79.42,19.49,3.00
105.89,5.72,60.09,29.58,7.00
69.54,5.98,65.50,28.71,9.00
58.21,5.39,77.89,36.61,4.00
77.33,4.47,66.95,24.74,3.00
58.87,6.12,60.65,25.38,7.00
95.88,5.85,78.03,39.17,9.00
98.01,5.88,60.37,22.14,5.00
70.59,3.58,58.57,23.32,2.00
60.18,4.23,89.43,24.65,2.00
104.40,5.12,60.50,36.23,6.00
91.18,6.72,91.93,27.65,7.00
75.69,8.33,77.08,31.63,7.00
47.07,5.77,84.45,31.36,4.00
85.47,6.08,69.63,20.73,2.00
75.56,7.13,54.61,32.01,7.00
111.87,5.80,51.06,37.46,7.00
76.89,4.32,49.58,17.70,3.00
94.15,0.42,86.82,34.21,1.00
93.54,2.03,64.38,34.90,3.00
99.53,6.22,72.40,31.74,8.00
83.92,4.44,77.24,30.66,3.00
60.39,0.66,67.43,14.51,1.00
109.03,6.78,66.49,40.79,10.00
99.65,7.78,81.17,26.04,9.00
68.29,1.62,81.63,19.54,2.00
115.39,6.98,77.11,38.23,10.00
66.54,7.29,54.80,22.53,6.00
56.90,6.44,94.97,27.60,4.00
109.45,7.93,74.44,37.14,9.00
114.89,6.04,77.57,26.86,7.00
101.32,4.38,48.86,33.21,7.00
87.58,8.84,68.14,42.47,10.00
79.19,2.92,63.47,23.00,4.00
63.91,3.59,96.88,22.01,2.00
87.43,6.87,75.69,18.10,5.00
83.10,8.37,44.87,24.45,8.00
88.07,2.02,87.22,18.64,2.00
60.29,4.31,51.72,30.79,4.00
62.46,8.21,53.34,36.77,8.00
112.75,3.93,60.26,30.50,9.00
56.04,4.73,60.71,29.96,5.00
76.22,9.43,70.34,37.95,8.00
62.81,2.20,68.45,23.57,4.00
95.18,7.40,40.01,29.55,7.00
73.18,9.01,70.73,31.07,10.00
113.05,5.23,84.31,19.36,4.00
86.99,4.44,65.25,17.77,7.00
88.40,8.63,78.39,25.45,9.00
107.10,7.66,90.88,20.34,8.00
92.32,9.04,51.49,22.08,8.00
56.00,5.34,54.79,23.40,1.00
105.92,4.38,75.21,21.66,3.00
110.90,2.03,56.69,15.42,1.00
122.06,6.49,67.14,28.49,8.00
119.84,4.83,60.77,18.20,9.00
95.54,4.06,88.35,13.27,3.00
44.07,3.08,72.44,28.84,2.00
72.29,3.91,71.46,23.02,4.00
74.17,9.43,56.01,36.19,10.00
88.05,6.55,38.82,25.93,10.00
122.93,8.21,60.89,40.32,9.00
78.61,4.79,68.22,25.92,5.00
91.43,5.11,72.12,22.22,5.00
72.09,5.78,89.44,25.72,4.00
71.94,6.60,75.03,26.51,9.00
67.69,6.54,55.92,18.42,6.00
59.18,3.69,74.78,25.20,3.00
98.82,9.74,52.57,35.11,10.00
113.06,8.79,77.76,26.05,7.00
72.66,4.79,87.50,16.51,1.00
72.17,8.13,88.41,35.55,7.00
110.87,6.86,53.63,38.84,7.00
94.39,9.55,71.14,32.11,9.00
64.27,3.55,82.61,23.79,4.00
65.30,1.93,72.51,34.40,2.00
96.19,4.42,66.94,26.18,3.00
71.09,1.65,91.62,33.49,4.00
111.91,7.21,50.91,29.33,8.00
92.18,1.03,74.02,24.55,1.00
61.25,3.98,67.88,21.88,3.00
60.96,1.86,98.46,35.85,3.00
89.73,6.28,57.37,41.74,8.00
116.55,8.18,46.31,27.72,10.00
81.57,6.02,38.94,27.77,10.00
104.58,3.37,62.29,24.19,1.00
74.67,6.27,78.40,25.27,5.00
106.65,6.10,62.41,30.10,5.00
99.37,7.25,81.48,33.38,10.00
109.40,7.22,77.65,34.19,9.00
69.06,8.21,42.84,26.64,8.00
98.01,5.40,59.35,26.08,3.00
74.01,1.84,80.37,13.27,2.00
92.34,4.87,54.38,32.46,9.00
67.18,2.29,67.80,29.49,1.00
90.44,5.12,46.44,29.81,7.00
131.82,5.15,42.73,41.15,10.00
71.55,4.72,95.24,19.14,5.00
73.02,6.53,65.07,30.52,8.00
127.26,8.45,79.36,41.33,10.00
102.55,10.14,55.25,24.97,10.00
80.02,4.82,86.90,16.54,4.00
115.01,5.29,53.18,41.42,10.00
121.95,7.76,54.20,33.67,10.00
123.35,5.10,48.07,22.70,9.00
111.69,7.49,46.69,30.21,6.00
99.96,5.61,73.57,39.75,10.00
93.00,2.65,73.63,23.93,3.00
107.39,4.53,85.48,17.51,3.00
111.81,5.65,52.95,42.94,10.00
99.03,2.22,65.74,20.53,1.00
109.49,6.07,59.93,27.89,7.00
77.74,5.69,63.39,33.10,10.00
104.00,4.01,75.30,20.51,4.00
90.17,8.99,63.19,27.77,8.00
115.59,2.26,84.30,30.88,6.00
135.50,6.88,66.41,34.58,10.00
55.74,4.21,67.79,26.23,7.00
92.79,6.10,77.04,20.71,2.00
89.59,5.64,83.57,31.32,8.00
99.70,6.25,84.23,23.52,4.00
75.22,5.45,62.04,36.76,8.00
71.44,4.73,90.43,21.71,4.00
83.45,3.49,60.71,22.02,3.00
124.21,6.51,87.96,31.86,8.00
109.25,10.20,70.02,35.44,10.00
63.24,7.63,73.17,40.89,9.00
96.17,2.47,75.53,32.48,1.00
45.20,5.71,55.90,26.82,3.00
120.60,8.56,45.42,19.75,7.00
78.81,6.61,52.69,29.80,9.00
79.93,6.05,53.75,28.52,6.00
68.63,6.38,91.90,33.05,7.00
119.59,6.53,64.75,30.38,6.00
84.77,2.49,73.23,25.89,1.00
59.54,6.23,80.73,30.75,4.00
77.58,6.47,57.07,23.74,6.00
77.27,7.29,80.18,17.76,6.00
92.73,3.29,55.77,30.88,5.00
108.74,2.67,69.92,25.06,4.00
79.78,4.63,64.72,29.93,4.00
76.42,6.90,53.42,32.67,8.00
76.17,8.75,38.24,32.61,10.00
85.98,7.25,64.34,25.26,5.00
61.14,3.27,97.76,31.89,4.00
114.95,4.67,62.95,35.83,9.00
111.65,5.30,71.65,23.92,4.00
55.14,3.70,66.57,12.25,2.00
93.90,6.11,56.24,32.93,9.00
57.80,7.63,77.66,31.18,9.00
100.96,7.25,78.22,30.29,10.00
43.75,3.16,82.11,28.08,3.00
61.28,1.43,61.24,23.93,1.00
95.95,7.99,39.55,35.17,10.00
115.24,6.84,48.24,38.37,9.00
72.29,8.52,72.29,15.21,6.00
78.16,6.85,61.19,29.72,10.00
81.31,6.04,55.21,17.18,3.00
105.92,5.83,65.48,28.95,6.00
97.67,6.06,73.93,25.60,3.00
68.63,2.83,85.41,27.85,4.00
85.73,4.08,55.39,22.53,8.00
86.20,5.23,84.81,22.33,3.00
81.04,5.38,74.98,22.03,3.00
111.04,5.92,80.74,35.47,9.00
45.51,4.33,75.96,22.57,2.00
101.58,3.05,59.11,23.21,1.00
129.57,7.67,50.21,33.80,9.00
122.24,3.81,55.37,26.27,7.00
70.11,4.22,96.76,16.16,2.00
121.36,7.29,48.13,26.03,6.00
85.16,4.48,87.25,33.28,1.00
100.39,7.63,82.91,40.65,6.00
112.23,4.82,84.31,22.09,3.00
79.21,10.17,53.76,30.03,10.00
125.52,6.75,76.01,18.15,7.00
70.86,2.50,75.33,15.58,3.00
65.92,6.78,75.44,32.33,4.00
70.61,8.55,51.95,21.08,9.00
39.80,5.37,76.52,27.94,2.00
90.33,8.10,53.48,30.20,8.00
94.62,7.58,39.81,24.35,10.00
68.83,2.30,54.28,30.80,2.00
94.97,4.65,71.48,38.54,10.00
64.70,3.96,59.30,27.81,5.00
92.46,8.19,67.98,34.89,7.00
99.86,3.80,88.25,30.46,7.00
72.39,3.21,85.31,20.02,2.00
71.84,4.08,42.12,28.67,8.00
67.30,3.01,93.72,29.33,2.00
59.97,4.70,58.24,21.65,6.00
56.49,7.09,81.41,26.37,5.00
82.85,2.93,58.79,25.71,2.00
118.88,6.56,63.90,41.27,8.00
90.49,3.70,75.50,19.20,3.00
102.70,6.97,80.66,40.43,7.00
98.29,8.25,73.99,40.33,9.00
87.30,7.33,52.81,34.04,5.00
69.43,5.32,65.03,29.18,5.00
98.69,7.27,87.45,27.54,10.00
84.31,6.74,46.08,30.24,9.00
68.23,9.92,53.12,30.57,10.00
50.88,3.84,58.86,23.46,3.00
80.11,6.91,74.45,23.37,6.00
88.92,3.81,81.31,31.80,3.00
71.88,4.51,70.71,13.18,2.00
90.16,3.97,61.49,24.52,5.00
90.23,5.99,74.78,27.60,6.00
87.70,10.47,62.22,32.54,9.00
116.00,8.02,63.55,25.87,7.00
61.84,2.09,91.91,21.37,1.00
100.49,5.15,76.14,23.04,9.00
95.59,5.23,70.99,26.06,3.00
65.29,2.98,46.96,21.84,5.00
79.31,8.22,72.94,33.35,6.00
89.02,4.48,83.93,23.37,2.00
79.12,8.06,48.25,28.59,9.00
101.39,6.01,53.45,22.43,7.00
59.54,4.38,65.54,24.35,5.00
101.40,4.52,84.71,30.15,5.00
69.70,8.26,59.62,19.18,6.00
66.19,6.10,89.31,20.24,5.00
81.25,8.80,63.10,31.55,9.00
72.26,4.68,58.78,28.78,4.00
104.30,3.14,67.32,19.47,3.00
87.40,3.87,66.45,21.89,6.00
92.15,7.29,98.71,14.26,4.00
50.70,5.57,56.77,33.62,4.00
85.37,0.77,85.27,25.11,1.00
82.17,8.63,62.84,27.05,10.00
80.00,6.56,57.92,32.53,5.00
92.87,5.96,82.58,16.41,3.00
111.09,6.10,66.91,25.29,7.00
110.54,6.95,72.73,24.03,7.00
91.66,7.78,49.81,25.87,6.00
70.64,4.43,72.23,24.39,1.00
70.86,4.40,76.14,23.06,2.00
103.54,3.52,83.64,16.36,2.00
74.16,3.85,63.94,23.27,4.00
66.71,7.19,57.94,38.98,7.00
68.36,5.45,77.27,24.80,4.00
42.87,3.93,95.18,29.86,1.00
46.21,5.40,64.40,27.19,2.00
100.82,1.90,82.98,35.61,3.00
59.47,4.78,90.21,35.09,9.00
44.19,3.34,78.95,27.47,1.00
63.18,2.90,95.00,31.50,1.00
78.68,8.20,58.32,25.26,5.00
92.76,4.74,84.58,25.47,5.00
83.83,4.47,58.73,17.80,2.00
112.55,6.68,56.26,28.36,4.00
115.62,3.63,89.12,24.70,7.00
80.79,3.26,61.52,34.58,5.00
66.73,4.33,65.72,23.15,6.00
68.01,5.05,68.35,33.44,2.00
93.94,6.54,43.87,24.76,7.00
92.87,5.81,73.55,29.71,9.00
121.56,5.32,67.84,38.58,6.00
89.79,4.63,86.36,31.03,6.00
136.21,6.12,47.65,43.61,10.00
83.93,3.81,69.56,19.01,6.00
44.15,2.66,71.51,34.25,2.00
62.14,4.95,55.20,23.15,5.00
95.35,2.33,59.12,15.95,2.00
86.08,3.37,99.03,29.16,2.00
105.17,3.91,55.41,27.79,6.00
72.41,4.77,75.72,20.31,1.00
115.62,7.50,72.41,37.21,10.00
83.81,6.21,91.76,28.50,2.00
45.49,3.73,99.78,12.95,2.00
122.39,7.68,69.82,35.09,7.00
109.34,3.16,74.38,24.29,7.00
64.59,2.11,65.81,21.45,4.00
65.31,4.19,61.66,29.51,7.00
91.37,2.04,59.28,21.96,1.00
99.69,4.69,59.67,29.63,7.00
106.47,5.83,80.02,25.00,8.00
107.33,1.99,64.18,17.45,2.00
54.26,6.13,94.84,18.20,5.00
75.54,5.89,59.48,31.51,5.00
75.99,9.19,46.51,32.15,9.00
70.19,5.42,76.53,29.76,4.00
69.87,6.77,53.22,40.27,10.00
76.04,4.05,72.30,33.86,3.00
90.04,6.35,50.28,34.31,10.00
100.68,1.75,60.04,22.40,3.00
101.45,5.67,81.66,27.20,4.00
128.37,6.59,63.52,32.45,9.00
101.13,4.56,90.68,29.58,4.00
49.59,3.38,66.21,21.07,1.00
128.32,6.91,72.13,25.21,10.00
57.27,4.19,91.62,19.04,4.00
127.86,7.72,76.35,38.72,8.00
67.09,6.57,80.52,28.10,4.00
97.91,5.73,39.53,42.80,9.00
74.11,8.10,39.48,27.63,9.00
73.76,7.62,77.45,27.25,6.00
48.16,1.18,93.24,12.88,2.00
60.29,3.73,61.26,30.47,6.00
108.23,8.53,69.28,24.03,10.00
92.00,6.25,57.36,32.21,6.00
97.97,5.89,79.91,24.27,9.00
90.36,2.98,99.84,16.15,5.00
94.36,6.84,40.91,38.29,9.00
55.35,3.22,72.01,28.00,4.00
68.55,9.30,74.88,35.13,8.00
82.61,7.01,83.10,38.46,7.00
133.59,4.36,50.93,29.45,9.00
76.72,8.70,68.05,26.25,10.00
117.83,8.30,61.10,29.61,8.00
86.07,5.87,93.96,34.01,7.00
113.50,3.75,84.41,22.83,5.00
90.13,5.57,70.68,22.83,4.00
99.89,5.56,74.98,29.72,5.00
73.28,5.12,89.11,31.85,2.00
37.37,2.66,72.25,27.97,1.00
95.37,5.68,75.09,15.17,5.00
104.27,5.28,75.31,23.54,7.00
109.00,8.80,42.16,41.42,7.00
118.70,7.13,54.94,28.40,6.00
114.61,8.69,68.73,31.44,7.00
78.27,-0.21,79.07,14.58,1.00
102.83,7.84,52.27,30.88,8.00
126.88,8.50,47.88,28.15,9.00
73.73,4.22,70.17,24.85,2.00
116.47,5.86,55.92,35.45,9.00
99.79,4.24,53.11,26.36,10.00
89.78,5.71,53.63,21.05,8.00
52.64,5.36,50.33,18.21,3.00
116.26,7.70,76.87,29.82,8.00
97.46,2.75,73.37,35.22,4.00
70.22,6.94,41.91,35.21,9.00
102.98,6.32,48.52,30.25,8.00
114.91,5.83,60.42,32.99,7.00
111.28,5.51,56.11,17.12,5.00
62.61,6.62,60.41,34.41,6.00
76.23,6.43,71.23,31.40,9.00
84.43,6.54,90.58,21.14,3.00
124.38,6.66,58.91,26.04,9.00
112.20,6.25,63.59,25.67,10.00
43.57,4.45,66.14,32.49,2.00
75.83,4.21,73.91,19.00,3.00
86.29,6.44,50.84,27.83,5.00
76.20,7.31,58.67,19.05,7.00
93.93,5.49,81.45,28.61,8.00
96.20,2.31,71.55,23.96,2.00
52.15,2.64,86.12,27.64,3.00
67.61,4.66,72.80,20.06,2.00
94.58,9.70,59.34,25.98,10.00
89.78,5.97,84.62,21.45,1.00
102.55,5.72,87.75,15.09,1.00
43.19,2.51,93.09,21.82,1.00
102.39,8.30,55.04,27.37,8.00
74.24,7.73,75.22,29.53,5.00
72.93,4.81,50.07,29.05,6.00
74.00,0.06,59.47,16.17,1.00
70.03,4.93,89.99,28.47,9.00
76.50,6.58,77.79,39.16,8.00
78.23,4.71,51.86,33.75,4.00
72.81,2.31,77.51,20.09,2.00
68.09,3.56,79.56,28.65,1.00
117.41,6.59,85.13,33.58,6.00
